80069ff0: 0000c10c 0000c152 0000c0a2 0000c3a8
8008f410: 0000c2da 0000c166 0000c1a4 0000c1b0
8008f420: 0000c1ae 0000c1ae 0000c1b4 0000c294
8008f430: 0000c172 0000c1ae 0000c2c8 0000c172
8008f440: 0000c2f4 0000c192 0000c190 0000c196
8008f450: 0000c156 0000c182 0000c34e 0000c192
8008f460: 0000c1ce 0000c1a0 0000c1ae 0000c192
8008f470: 0000c168 0000c310 0000c2c6 0000c302
8008f480: 0000c1b2 0000c192 0000c336 0000c154
8008f490: 0000c192 0000c2e0 0000c330 0000c196
8008f4a0: 0000c312 0000c322 0000c1c0 0000c164
8008f4b0: 0000c196 0000c1a0 0000c092 0000c1c2
8008f4c0: 0000c1de 0000c180 0000c280 0000c0a6
8008f4d0: 0000c366 0000c1a0 0000c184 0000c312
8008f4e0: 0000c2b2 0000c2f0 0000c174 0000c1a6
8008f4f0: 0000c172 0000c2b8 0000c154 0000c0de
8008f500: 0000c172 0000c340 0000c294 0000c154
8008f510: 0000c136 0000c11a 0000c178 0000c192
8008f520: 0000c1a4 0000c1c0 0000c1b0 0000c176
8008f530: 0000c1ae 0000c192 0000c1b6 0000c168
8008f540: 0000c186 0000c1a0 0000c164 0000c192
8008f550: 0000c1a2 0000c1be 0000c144 0000c24a
8008f560: 0000c2d0 0000c294 0000c174 0000c2f0
8008f570: 0000c0c0 0000c312 0000c190 0000c1ae
8008f580: 0000c156 0000c1ae 0000c1a2 0000c148
8008f590: 0000c13c 0000c174 0000c1b4 0000c13c
8008f5a0: 0000c1be 0000c1ae 0000c340 0000c2b8
8008f5b0: 0000c138 0000c1ae 0000c30c 0000c196
8008f5c0: 0000c1c2 0000c29a 0000c1c2 0000c192
8008f5d0: 0000c1ec 0000c0de 0000c298 0000c174
8008f5e0: 0000c16a 0000c14a 0000c174 0000c1cc
8008f5f0: 0000c2f4 0000c2b2 0000c0a2 0000c2f2
8008f600: 0000c15a 0000c1a2 0000c0dc 0000c1b0
8008f610: 0000c2da 0000c362 0000c088 0000c190
8008f620: 0000c0c0 0000c164 0000c1b2 0000c2e4
8008f630: 0000c2f4 0000c0dc 0000c272 0000c190
8008f640: 0000c1b0 0000c1a0 0000c36a 0000c2f8
8008f650: 0000c1ce 0000c164 0000c182 0000c1ce
8008f660: 0000c15a 0000c11a 0000c276 0000c304
8008f670: 0000c2e6 0000c2f2 0000c1ae 0000c188
8008f680: 0000c182 0000c15a 0000c1be 0000c176
8008f690: 0000c1ec 0000c1b0 0000c0be 0000c182
8008f6a0: 0000c172 0000c2a8 0000c184 0000c1b2
8008f6b0: 0000c3ee 0000c19e 0000c184 0000c184
8008f6c0: 0000c184 0000c168 0000c174 0000c146
8008f6d0: 0000c132 0000c1a0 0000c1a4 0000c1b4
8008f6e0: 0000c1a4 0000c196 0000c192 0000c332
8008f6f0: 0000c312 0000c148 0000c192 0000c2f4
8008f700: 0000c192 0000c192 0000c192 0000c172
8008f710: 0000c204 0000c184 0000c136 0000c182
8008f720: 0000c164 0000c172 0000c24a 0000c29a
8008f730: 0000c1b0 0000c146 0000c304 0000c1a4
8008f740: 0000c0de 0000c1a0 0000c174 0000c174
8008f750: 0000c100 0000c146 0000c176 0000c15a
8008f760: 0000c174 0000c312 0000c2b2 0000c172
8008f770: 0000c192 0000c294 0000c1a0 0000c1d0
8008f780: 0000c174 0000c14a 0000c182 0000c1a2
8008f790: 0000c192 0000c2cc 0000c1b0 0000c1a6
8008f7a0: 0000c272 0000c190 0000c182 0000c2d0
8008f7b0: 0000c192 0000c388 0000c380 0000c30c
8008f7c0: 0000c182 0000c308 0000c16a 0000c2e4
8008f7d0: 0000bfee 0000c1a0 0000c1b0 0000c2c6
8008f7e0: 0000c280 0000c192 0000c1b6 0000c304
8008f7f0: 0000c2fe 0000c174 0000c1a0 0000c1ce
8008f800: 0000c172 0000c370 0000c172 0000c24a
8008f810: 0000c276 0000c190 0000c1b2 0000c172
8008f820: 0000c1ae 0000c136 0000c190 0000c182
8008f830: 0000c1a4 0000c178 0000c192 0000c27c
8008f840: 0000c174 0000c146 0000c1a4 0000c2f4
8008f850: 0000c178 0000c330 0000c194 0000c0ec
8008f860: 0000c306 0000c154 0000c172 0000c312
8008f870: 0000c258 0000c0de 0000c2c8 0000c346
8008f880: 0000c304 0000c1b0 0000c330 0000c1ce
8008f890: 0000c276 0000c14c 0000c1a0 0000c192
8008f8a0: 0000c1ae 0000c182 0000c2aa 0000c172
8008f8b0: 0000c194 0000c190 0000c164 0000c194
8008f8c0: 0000c172 0000c164 0000c172 0000c2c8
8008f8d0: 0000c37a 0000c1b0 0000c27c 0000c1a0
8008f8e0: 0000c1ce 0000c188 0000c176 0000c1ae
8008f8f0: 0000c1b0 0000c2fe 0000c0fc 0000c0e2
8008f900: 0000c156 0000c192 0000c156 0000c190
8008f910: 0000c1c2 0000c146 0000c278 0000c182
8008f920: 0000c294 0000c37c 0000c172 0000c284
8008f930: 0000c164 0000c1c2 0000c174 0000c168
8008f940: 0000c328 0000c1cc 0000c0aa 0000c23a
8008f950: 0000c174 0000c192 0000c186 0000c33e
8008f960: 0000c164 0000c29c 0000c1ae 0000c190
8008f970: 0000c174 0000c1b4 0000c194 0000c182
8008f980: 0000c376 0000c274 0000c31c 0000c192
8008f990: 0000c290 0000c166 0000c312 0000c14c
8008f9a0: 0000c1b0 0000c2d6 0000c2d6 0000c180
8008f9b0: 0000c1cc 0000c1ce 0000c1b4 0000c176
8008f9c0: 0000c286 0000c192 0000c156 0000c164
8008f9d0: 0000c31c 0000c2f4 0000c1a0 0000c182
8008f9e0: 0000c006 0000c192 0000c0d4 0000c308
8008f9f0: 0000c384 0000c156 0000c326 0000c278
8008fa00: 0000c182 0000c186 0000c1a0 0000c0e2
8008fa10: 0000c182 0000c156 0000c192 0000c172
8008fa20: 0000c174 0000c2bc 0000c244 0000c164
8008fa30: 0000c1b0 0000c18c 0000c192 0000c306
8008fa40: 0000c29e 0000c2fe 0000c182 0000c0c0
8008fa50: 0000c174 0000c3e4 0000c3a2 0000c164
8008fa60: 0000c1ae 0000c1d2 0000c168 0000c182
8008fa70: 0000c2da 0000c1be 0000c154 0000c344
8008fa80: 0000c312 0000c33e 0000c254 0000c1a0
8008fa90: 0000c1b0 0000c082 0000c184 0000c192
8008faa0: 0000c410 0000c330 0000c176 0000c1a4
8008fab0: 0000c162 0000c29a 0000c0be 0000c146
8008fac0: 0000c164 0000c316 0000c20c 0000c188
8008fad0: 0000c1ae 0000c19e 0000c16a 0000c164
8008fae0: 0000c184 0000c34a 0000c1ae 0000c154
8008faf0: 0000c282 0000c33e 0000c190 0000c180
8008fb00: 0000c174 0000c196 0000c1b0 0000c1b0
8008fb10: 0000c36c 0000c1ae 0000c174 0000c138
8008fb20: 0000c190 0000c182 0000c1cc 0000c2b8
8008fb30: 0000c2b8 0000c1bc 0000c1ae 0000c182
8008fb40: 0000c164 0000c1a0 0000c33a 0000c168
8008fb50: 0000c366 0000c332 0000c1a2 0000c278
8008fb60: 0000c1e4 0000c164 0000c246 0000c1b0
8008fb70: 0000c154 0000c192 0000c1b0 0000c164
8008fb80: 0000c384 0000c1a2 0000c1de 0000c196
8008fb90: 0000c240 0000c190 0000c330 0000c1a2
8008fba0: 0000c0d0 0000c190 0000c22c 0000c182
8008fbb0: 0000c34c 0000c164 0000c172 0000c184
8008fbc0: 0000c180 0000c2bc 0000c2b8 0000c184
8008fbd0: 0000c180 0000c1a0 0000c192 0000c198
8008fbe0: 0000c2ea 0000c1a0 0000c0d8 0000c33a
8008fbf0: 0000c1ce 0000c312 0000c15a 0000c1ce
8008fc00: 0000c0fa 0000c1be 0000c1ae 0000c192
8008fc10: 0000c182 0000c29a 0000c1a0 0000c2e4
8008fc20: 0000c0de 0000c2bc 0000c146 0000c0fc
8008fc30: 0000c1a2 0000c1cc 0000c370 0000c1b0
8008fc40: 0000c2d6 0000c146 0000c172 0000c1a0
8008fc50: 0000c1ae 0000c1a0 0000c186 0000c32a
8008fc60: 0000c1c2 0000c184 0000c2dc 0000c2fa
8008fc70: 0000c1b0 0000c2e6 0000c2c2 0000c370
8008fc80: 0000c0b0 0000c1a0 0000c138 0000c1a0
8008fc90: 0000c3e4 0000c34a 0000c1b0 0000c1dc
8008fca0: 0000c298 0000c1c0 0000c190 0000c1a0
8008fcb0: 0000c196 0000c31c 0000c2d6 0000c1be
8008fcc0: 0000c194 0000c184 0000c1bc 0000c15a
8008fcd0: 0000c336 0000c212 0000c192 0000c172
8008fce0: 0000c2c2 0000c182 0000c182 0000c330
8008fcf0: 0000c338 0000c1ae 0000c2d0 0000c172
8008fd00: 0000c1cc 0000c2f4 0000c1ce 0000c174
8008fd10: 0000c190 0000c1a0 0000c1a0 0000c1b0
8008fd20: 0000c178 0000c1b0 0000c188 0000c14a
8008fd30: 0000c192 0000c2fa 0000c164 0000c36a
8008fd40: 0000c154 0000c2c6 0000c298 0000c190
8008fd50: 0000c31a 0000c192 0000c182 0000c154
8008fd60: 0000c16c 0000c17a 0000c192 0000c182
8008fd70: 0000c384 0000c146 0000c1ce 0000c156
8008fd80: 0000c280 0000c2f8 0000c1b0 0000c1ce
8008fd90: 0000c172 0000c2b2 0000c186 0000c1ae
8008fda0: 0000c1b0 0000c198 0000c174 0000c410
8008fdb0: 0000c0e8 0000c204 0000c1b0 0000c0dc
8008fdc0: 0000c192 0000c210 0000c196 0000c0b0
8008fdd0: 0000c1cc 0000c294 0000c2fe 0000c1a0
8008fde0: 0000c164 0000c196 0000c166 0000c304
8008fdf0: 0000c180 0000c2ae 0000c182 0000c1b4
8008fe00: 0000c196 0000c146 0000c2d2 0000c1a0
8008fe10: 0000c22c 0000c146 0000c2f4 0000c164
8008fe20: 0000c176 0000c156 0000c1f0 0000c182
8008fe30: 0000c334 0000c148 0000c360 0000c192
8008fe40: 0000c0c0 0000c1b0 0000c182 0000c34e
8008fe50: 0000c094 0000c35e 0000c146 0000c1be
8008fe60: 0000c1a4 0000c0c8 0000c0fa 0000c180
8008fe70: 0000c36c 0000c312 0000c0d8 0000c132
8008fe80: 0000c30c 0000c164 0000c186 0000c1a2
8008fe90: 0000c182 0000c1ce 0000c30e 0000c0de
8008fea0: 0000c262 0000c1be 0000c192 0000c358
8008feb0: 0000c1a0 0000c088 0000c192 0000c1b0
8008fec0: 0000c33e 0000c1ae 0000c0e2 0000c194
8008fed0: 0000c1cc 0000c308 0000c29e 0000c174
8008fee0: 0000c1b0 0000c180 0000c322 0000c186
8008fef0: 0000c20e 0000c0fa 0000c174 0000c29a
8008ff00: 0000c1ce 0000c0ce 0000c2f4 0000c190
8008ff10: 0000c1b0 0000c174 0000c19e 0000c166
8008ff20: 0000c1b4 0000c182 0000c2f4 0000c182
8008ff30: 0000c190 0000c23c 0000c0b0 0000c344
8008ff40: 0000c352 0000c1a0 0000c04c 0000c176
8008ff50: 0000c2d6 0000c1a0 0000c1ce 0000c326
8008ff60: 0000c192 0000c156 0000c360 0000c39c
8008ff70: 0000c1a6 0000c1b0 0000c192 0000c2e4
8008ff80: 0000c084 0000c1c2 0000c182 0000c1a2
8008ff90: 0000c182 0000c182 0000c1b0 0000c2b4
8008ffa0: 0000c174 0000c344 0000c0dc 0000c2ca
8008ffb0: 0000c186 0000c182 0000c186 0000c182
8008ffc0: 0000c320 0000c1a0 0000c1cc 0000c178
8008ffd0: 0000c190 0000c38e 0000c194 0000c164
8008ffe0: 0000c1ae 0000c2f4 0000c192 0000c2aa
8008fff0: 0000c232 0000c192 0000c1d0 0000c0ba
80090000: 0000c304 0000c1a0 0000c29c 0000c218
80090010: 0000c190 0000c0ce 0000c190 0000c1b2
80090020: 0000c186 0000c304 0000c190 0000c1a0
80090030: 0000c176 0000c084 0000c182 0000c1b0
80090040: 0000c1b0 0000c192 0000c1a0 0000c15a
80090050: 0000c1ce 0000c2c6 0000c32a 0000c190
80090060: 0000c172 0000c190 0000c1a4 0000c1a0
80090070: 0000c0b0 0000c164 0000c196 0000c2f2
80090080: 0000c196 0000c1ae 0000c19e 0000c2e4
80090090: 0000c358 0000c196 0000c1be 0000c1cc
800900a0: 0000c3ca 0000c0c2 0000c1cc 0000c18a
800900b0: 0000c176 0000c2d0 0000c172 0000c1cc
800900c0: 0000c182 0000c158 0000c164 0000c1be
800900d0: 0000c166 0000c146 0000c164 0000c330
800900e0: 0000c278 0000c1a8 0000c1a4 0000c172
800900f0: 0000c172 0000c15a 0000c174 0000c1b2
80090100: 0000c190 0000c296 0000c1a0 0000c168
80090110: 0000c0de 0000c174 0000c2f4 0000c154
80090120: 0000c190 0000c1b0 0000c1ae 0000c1ae
80090130: 0000c1a0 0000c2bc 0000c1b0 0000c128
80090140: 0000c180 0000c186 0000c2cc 0000c0d0
80090150: 0000c266 0000c192 0000c1d2 0000c33a
80090160: 0000c2d6 0000c2bc 0000c1ce 0000c1be
80090170: 0000c0e2 0000c1b4 0000c2e4 0000c172
80090180: 0000c1ec 0000c312 0000c174 0000c2e0
80090190: 0000c254 0000c1ae 0000c154 0000c1a4
800901a0: 0000c258 0000c2f4 0000c1c0 0000c1a6
800901b0: 0000c1b6 0000c29e 0000c266 0000c182
800901c0: 0000c190 0000c182 0000c164 0000c2a0
800901d0: 0000c1ae 0000c31c 0000c188 0000c138
800901e0: 0000c36c 0000c18a 0000c0c4 0000c190
800901f0: 0000c156 0000c1ea 0000c176 0000c1b0
80090200: 0000c23e 0000c1a0 0000c176 0000c3cc
80090210: 0000c190 0000c1b0 0000c1a0 0000c192
80090220: 0000c3d0 0000c178 0000c1cc 0000c192
80090230: 0000c316 0000c0fa 0000c174 0000c146
80090240: 0000c2e6 0000c296 0000c164 0000c174
80090250: 0000c47e 0000c168 0000c172 0000c174
80090260: 0000c1a0 0000c192 0000c376 0000c1b0
80090270: 0000c164 0000c1be 0000c16c 0000c1c0
80090280: 0000c1cc 0000c184 0000c136 0000c1ae
80090290: 0000c186 0000c2c8 0000c178 0000c230
800902a0: 0000c1a4 0000c0c0 0000c1b8 0000c168
800902b0: 0000c0c2 0000c2da 0000c352 0000c190
800902c0: 0000c194 0000c178 0000c174 0000c192
800902d0: 0000c2e8 0000c2be 0000c0be 0000c1be
800902e0: 0000c196 0000c358 0000c168 0000c1b0
800902f0: 0000c302 0000c1c2 0000c174 0000c1b2
80090300: 0000c156 0000c146 0000c2d6 0000c1b0
80090310: 0000c29a 0000c2da 0000c3ac 0000c156
80090320: 0000c1ae 0000c354 0000c1ae 0000c1a4
80090330: 0000c1a4 0000c190 0000c186 0000c0e2
80090340: 0000c186 0000c186 0000c1b0 0000c156
80090350: 0000c1a0 0000c2c8 0000c2f0 0000c1ae
80090360: 0000c1ae 0000c280 0000c1be 0000c282
80090370: 0000c178 0000c1ce 0000c174 0000c172
80090380: 0000c1b0 0000c1d2 0000c0be 0000c166
80090390: 0000c192 0000c176 0000c182 0000c2f4
800903a0: 0000c2b8 0000c1b0 0000c192 0000c1be
800903b0: 0000c344 0000c2f2 0000c1ce 0000c16e
800903c0: 0000c1a0 0000c2c6 0000c16c 0000c362
800903d0: 0000c172 0000c244 0000c19a 0000c1b0
800903e0: 0000c2aa 0000c194 0000c190 0000c164
800903f0: 0000c0d8 0000c198 0000c1bc 0000c1b0
80090400: 0000c174 0000c1b0 0000c1b2 0000c192
80090410: 0000c188 0000c236 0000c0c4 0000c192
80090420: 0000c2cc 0000c1be 0000c174 0000c304
80090430: 0000c320 0000c1ae 0000c0fa 0000c092
80090440: 0000c186 0000c426 0000c182 0000c1a0
80090450: 0000c09c 0000c172 0000c174 0000c1ae
80090460: 0000c164 0000c1a0 0000c2f0 0000c182
80090470: 0000c182 0000c190 0000c1cc 0000c092
80090480: 0000c420 0000c174 0000c1ce 0000c1ae
80090490: 0000c214 0000c1ae 0000c312 0000c1b0
800904a0: 0000c28a 0000c334 0000c196 0000c1ae
800904b0: 0000c27c 0000c164 0000c2d6 0000c182
800904c0: 0000c190 0000c2c8 0000c37e 0000c2e6
800904d0: 0000c1be 0000c192 0000c190 0000c190
800904e0: 0000c182 0000c1be 0000c176 0000c192
800904f0: 0000c1a0 0000c316 0000c1b0 0000c168
80090500: 0000c208 0000c188 0000c312 0000c258
80090510: 0000c0b0 0000c1a0 0000c172 0000c1c0
80090520: 0000c374 0000c0dc 0000c380 0000c0c2
80090530: 0000c30c 0000c330 0000c1a0 0000c322
80090540: 0000c168 0000c1a4 0000c182 0000c182
80090550: 0000c1d6 0000c246 0000c31c 0000c0be
80090560: 0000c174 0000c2c6 0000c286 0000c194
80090570: 0000c156 0000c286 0000c192 0000c146
80090580: 0000c1ae 0000c1d2 0000c362 0000c168
80090590: 0000c174 0000c194 0000c1ae 0000c182
800905a0: 0000c182 0000c0be 0000c162 0000c2f2
800905b0: 0000c1b0 0000c178 0000c192 0000c32a
800905c0: 0000c1cc 0000c1b4 0000c2da 0000c2d2
800905d0: 0000c1b0 0000c1a2 0000c182 0000c348
800905e0: 0000c1b0 0000c182 0000c0fc 0000c318
800905f0: 0000c2c0 0000c182 0000c1b4 0000c186
80090600: 0000c192 0000c1b0 0000c136 0000c182
80090610: 0000c2e6 0000c1ae 0000c174 0000c174
80090620: 0000c284 0000c358 0000c1b2 0000c26c
80090630: 0000c27c 0000c194 0000c192 0000c1be
80090640: 0000c1be 0000c2ae 0000c154 0000c190
80090650: 0000c0a4 0000c2b2 0000c1d0 0000c2d6
80090660: 0000c156 0000c174 0000c35c 0000c354
80090670: 0000c2f4 0000c1ae 0000c1a0 0000c2ea
80090680: 0000c1ec 0000c352 0000c182 0000c1b0
80090690: 0000c1c2 0000c376 0000c24e 0000c1b4
800906a0: 0000c182 0000c196 0000c1b6 0000c186
800906b0: 0000c370 0000c1c2 0000c2b8 0000c1a0
800906c0: 0000c162 0000c30c 0000c192 0000c302
800906d0: 0000c3a8 0000c182 0000c35c 0000c192
800906e0: 0000c192 0000c1a0 0000c1a0 0000c174
800906f0: 0000c164 0000c1a0 0000c1b0 0000c190
80090700: 0000c174 0000c1f4 0000c178 0000c316
80090710: 0000c190 0000c20e 0000c1a4 0000c1b0
80090720: 0000c2b6 0000c188 0000c192 0000c182
80090730: 0000c2f8 0000c376 0000c192 0000c1ce
80090740: 0000c1a0 0000c190 0000c1c4 0000c192
80090750: 0000c23c 0000c1ce 0000c196 0000c1b4
80090760: 0000c1a4 0000c192 0000c334 0000c278
80090770: 0000c1a0 0000c180 0000c280 0000c180
80090780: 0000c182 0000c1de 0000c182 0000c172
80090790: 0000c190 0000c21e 0000c282 0000c16a
800907a0: 0000c192 0000c1c2 0000c278 0000c174
800907b0: 0000c0d8 0000c1cc 0000c1cc 0000c194
800907c0: 0000c2bc 0000c172 0000c240 0000c320
800907d0: 0000c232 0000c33e 0000c190 0000c14a
800907e0: 0000c1ce 0000c2bc 0000c0ec 0000c148
800907f0: 0000c236 0000c1b6 0000c154 0000c172
80090800: 0000c362 0000c164 0000c37a 0000c192
80090810: 0000c0fa 0000c0e6 0000c380 0000c1b0
80090820: 0000c10a 0000c1ae 0000c34e 0000c1c8
80090830: 0000c156 0000c1ae 0000c1a0 0000c33e
80090840: 0000c1b0 0000c1b0 0000c192 0000c2d6
80090850: 0000c302 0000c1b4 0000c174 0000c30e
80090860: 0000c35c 0000c1b0 0000c1cc 0000c0ac
80090870: 0000c1d2 0000c336 0000c302 0000c1d0
80090880: 0000c174 0000c164 0000c2ae 0000c186
80090890: 0000c0fc 0000c178 0000c192 0000c2ae
800908a0: 0000c352 0000c32c 0000c302 0000c290
800908b0: 0000c2a8 0000c326 0000c1b0 0000c1b2
800908c0: 0000c194 0000c192 0000c2ee 0000c358
800908d0: 0000c1b2 0000c178 0000c186 0000c182
800908e0: 0000c1f0 0000c1b0 0000c0b4 0000c340
800908f0: 0000c184 0000c0c4 0000c174 0000c0ce
80090900: 0000c2ee 0000c20a 0000c182 0000c146
80090910: 0000c164 0000c1b0 0000c1b0 0000c29a
80090920: 0000c3ee 0000c1ce 0000c182 0000c2f4
80090930: 0000c186 0000c3e8 0000c0fe 0000c330
80090940: 0000c2e6 0000c31a 0000c164 0000c330
80090950: 0000c2a8 0000c166 0000c192 0000c192
80090960: 0000c1a2 0000c19e 0000c1ae 0000c186
80090970: 0000c1bc 0000c188 0000c1ce 0000c190
80090980: 0000c388 0000c318 0000c1be 0000c182
80090990: 0000c172 0000c174 0000c182 0000c190
800909a0: 0000c172 0000c1a0 0000c1a0 0000c192
800909b0: 0000c2f8 0000c1be 0000c172 0000c1a2
800909c0: 0000c1a0 0000c190 0000c1b0 0000c1e4
800909d0: 0000c1ae 0000c308 0000c188 0000c178
800909e0: 0000c0dc 0000c172 0000c2d6 0000c0fa
800909f0: 0000c1b2 0000c192 0000c128 0000c168
80090a00: 0000c0dc 0000c1be 0000c2bc 0000c186
80090a10: 0000c172 0000c2c8 0000c276 0000c186
80090a20: 0000c0e2 0000c1a0 0000c1a6 0000c192
80090a30: 0000c176 0000c2a6 0000c354 0000c0fc
80090a40: 0000c1c2 0000c1b0 0000c1e6 0000c192
80090a50: 0000c1ce 0000c2e0 0000c182 0000c174
80090a60: 0000c1b4 0000c190 0000c354 0000c164
80090a70: 0000c334 0000c196 0000c164 0000c178
80090a80: 0000c36c 0000c1b4 0000c174 0000c1a0
80090a90: 0000c128 0000c164 0000c1be 0000c1a0
80090aa0: 0000c1b4 0000c1be 0000c0dc 0000c320
80090ab0: 0000c342 0000c192 0000c1ce 0000c192
80090ac0: 0000c1b0 0000c1ae 0000c1c8 0000c186
80090ad0: 0000c1b2 0000c1a0 0000c182 0000c186
80090ae0: 0000c0e0 0000c1a4 0000c368 0000c1b0
80090af0: 0000c3b2 0000c188 0000c182 0000c172
80090b00: 0000c1be 0000c148 0000c2a4 0000c1ae
80090b10: 0000c168 0000c2fe 0000c2d6 0000c1d2
80090b20: 0000c182 0000c1c4 0000c1be 0000c102
80090b30: 0000c172 0000c190 0000c2c2 0000c1be
80090b40: 0000c1b0 0000c182 0000c1e0 0000c310
80090b50: 0000c190 0000c1b0 0000c166 0000c186
80090b60: 0000c2e4 0000c1cc 0000c156 0000c172
80090b70: 0000c2b8 0000c190 0000c174 0000c36c
80090b80: 0000c1ae 0000c320 0000c0dc 0000c182
80090b90: 0000c1a6 0000c200 0000c1b0 0000c34e
80090ba0: 0000c35c 0000c216 0000c1a0 0000c0d8
80090bb0: 0000c372 0000c174 0000c246 0000c1b0
80090bc0: 0000c172 0000c182 0000c182 0000c166
80090bd0: 0000c312 0000c2fc 0000c0de 0000c1a0
80090be0: 0000c1bc 0000c3ae 0000c2e4 0000c1ce
80090bf0: 0000c1d2 0000c192 0000c0be 0000c192
80090c00: 0000c334 0000c1b0 0000c11c 0000c2f0
80090c10: 0000c1a0 0000c0a4 0000c2ba 0000c1ce
80090c20: 0000c1b0 0000c172 0000c192 0000c190
80090c30: 0000c146 0000c192 0000c316 0000c1b0
80090c40: 0000c2b2 0000c182 0000c1a4 0000c202
80090c50: 0000c192 0000c192 0000c136 0000c1ce
80090c60: 0000c1a0 0000c1cc 0000c19e 0000c0fa
80090c70: 0000c222 0000c294 0000c1c0 0000c1a0
80090c80: 0000c190 0000c1be 0000c1ae 0000c29e
80090c90: 0000c246 0000c164 0000c100 0000c190
80090ca0: 0000c2d4 0000c172 0000c2a4 0000c190
80090cb0: 0000c312 0000c1a2 0000c344 0000c190
80090cc0: 0000c0d0 0000c02a 0000c310 0000c164
80090cd0: 0000c2f4 0000c164 0000c37e 0000c156
80090ce0: 0000c330 0000c1f0 0000c148 0000c1be
80090cf0: 0000c2fa 0000c2d2 0000c172 0000c280
80090d00: 0000c172 0000c180 0000c1cc 0000c1ae
80090d10: 0000c1ae 0000c190 0000c334 0000c3f8
80090d20: 0000c25a 0000c314 0000c174 0000c322
80090d30: 0000c3c4 0000c164 0000c2f4 0000c156
80090d40: 0000c1cc 0000c2b2 0000c2d6 0000c186
80090d50: 0000c192 0000c1ae 0000c282 0000c30c
80090d60: 0000c164 0000c1b0 0000c174 0000c30c
80090d70: 0000c1ea 0000c1b4 0000c1f0 0000c182
80090d80: 0000c0ec 0000c31a 0000c166 0000c196
80090d90: 0000c0dc 0000c3c6 0000c018 0000c19e
80090da0: 0000c0f0 0000c3ac 0000c312 0000c2be
80090db0: 0000c1be 0000c186 0000c180 0000c190
80090dc0: 0000c192 0000c330 0000c2fe 0000c2d6
80090dd0: 0000c1a4 0000c24a 0000c176 0000c1a4
80090de0: 0000c2f4 0000c1dc 0000c2b8 0000c186
80090df0: 0000c30c 0000c2e0 0000c174 0000c3f8
80090e00: 0000c182 0000c0c8 0000c174 0000c186
80090e10: 0000c2e6 0000c2f2 0000c2e0 0000c174
80090e20: 0000c1be 0000c190 0000c232 0000c0a6
80090e30: 0000c1b0 0000c1ec 0000c1a0 0000c182
80090e40: 0000c1a8 0000c1a0 0000c320 0000c1ae
80090e50: 0000c192 0000c0e0 0000c196 0000c196
80090e60: 0000c356 0000c2ee 0000c2dc 0000c1ae
80090e70: 0000c174 0000c1b2 0000c370 0000c316
80090e80: 0000c0b0 0000c164 0000c1cc 0000c192
80090e90: 0000c1c0 0000c2d0 0000c18c 0000c322
80090ea0: 0000c3e4 0000c330 0000c1b4 0000c174
80090eb0: 0000c358 0000c290 0000c290 0000c1c2
80090ec0: 0000c0fc 0000c1a0 0000c34e 0000c2c8
80090ed0: 0000c1d2 0000c172 0000c192 0000c198
80090ee0: 0000c172 0000c190 0000c32a 0000c164
80090ef0: 0000c30e 0000c312 0000c1b0 0000c33e
80090f00: 0000c37a 0000c1a0 0000c1c2 0000c244
80090f10: 0000c0f2 0000c168 0000c2fc 0000c192
80090f20: 0000c164 0000c1b0 0000c0ee 0000c1a2
80090f30: 0000c182 0000c1b4 0000c174 0000c384
80090f40: 0000c2d6 0000c3ee 0000c168 0000c29a
80090f50: 0000c310 0000c2da 0000c182 0000c1a6
80090f60: 0000c1ae 0000c1cc 0000c2ee 0000c180
80090f70: 0000c2da 0000c172 0000c0de 0000c184
80090f80: 0000c17a 0000c2b2 0000c136 0000c164
80090f90: 0000c312 0000c164 0000c36c 0000c1b0
80090fa0: 0000c29e 0000c334 0000c1a8 0000c1ae
80090fb0: 0000c2b6 0000c198 0000c182 0000c182
80090fc0: 0000c368 0000c198 0000c128 0000c320
80090fd0: 0000c0aa 0000c320 0000c1a6 0000c1bc
80090fe0: 0000c192 0000c0fa 0000c1a0 0000c188
80090ff0: 0000c192 0000c37c 0000c2d6 0000c196
80091000: 0000c1b0 0000c34c 0000c236 0000c192
80091010: 0000c1b0 0000c1b0 0000c1a0 0000c1a0
80091020: 0000c192 0000c358 0000c190 0000c240
80091030: 0000c164 0000c146 0000c190 0000c1c2
80091040: 0000c302 0000c1a4 0000c1b4 0000c192
80091050: 0000c1a0 0000c2e8 0000c0dc 0000c318
80091060: 0000c190 0000c1ce 0000c308 0000c29a
80091070: 0000c182 0000c1a0 0000c194 0000c192
80091080: 0000c1c2 0000c306 0000c0e2 0000c1b0
80091090: 0000c380 0000c2d6 0000c164 0000c330
800910a0: 0000c164 0000c262 0000c308 0000c164
800910b0: 0000c35c 0000c1cc 0000c344 0000c190
800910c0: 0000c176 0000c1b0 0000c178 0000c372
800910d0: 0000c1a2 0000c39c 0000c0dc 0000c166
800910e0: 0000c1a4 0000c1ce 0000c1dc 0000c1a0
800910f0: 0000c320 0000c2e6 0000c186 0000c1a2
80091100: 0000c190 0000c1ea 0000c182 0000c2ea
80091110: 0000c158 0000c1c2 0000c164 0000c32c
80091120: 0000c316 0000c2a4 0000c1ea 0000c190
80091130: 0000c1b2 0000c1b4 0000c154 0000c1a0
80091140: 0000c1a0 0000c1ae 0000c344 0000c0a2
80091150: 0000c1d6 0000c172 0000c1a0 0000c190
